budgetId,userId,name,balance,budgetLimit,date,note
353,1,"ZrezZN",-349.55,767.27,2022-01-24,"SXfWiSsEyA"
354,1,"sFbOnB",-136.18,1442.8,2018-07-22,"jfjtwWjTlS"
355,1,"KoozuN",-281.86,1244.41,2010-12-05,"UbGOFgTovi"
356,1,"LDPqyo",367.19,1500,2008-03-05,"KxAtBUpfzZ"
357,1,"MQfaAn",380.73,1500,2018-11-06,"BzsNGPGmXo"
358,1,"dDfVGz",19.38,1371.72,2012-07-14,"inbmkvcdAC"
359,1,"jGFrTn",-105.03,938.07,2013-05-13,"RwyxDObhnG"
360,1,"merySx",-179.53,1500,2012-02-09,"SBxDuKdnum"
361,1,"JziBgM",-317.15,1500,2018-07-07,"QyYoFPYqiD"
362,1,"tkhPCp",221.57,1225.16,2009-03-14,"PXzxaoVEBj"
363,1,"iuKRsL",-62.33,1497.56,2017-12-20,"DGiLaDgzED"
364,1,"cwhBig",-313.36,1076.85,2012-11-13,"DXjvjBWShh"
365,1,"MPFDnf",20.39,1500,2013-05-20,"ogvtIVmHPW"
366,1,"gicOoA",-47.46,1500,2021-02-05,"wGXNJQJLqs"
367,1,"WlLgOt",-296.57,1319.08,2021-08-19,"YywJDtpIFD"
368,1,"Yqxfvq",268.55,1500,2017-01-10,"EccjjlkeEd"
369,1,"UVaCDZ",-211.53,1181.56,2008-12-08,"xtsPaXygrj"
370,1,"ExfunG",-3.66,998.49,2012-07-10,"GEpYXnimTy"
371,1,"UctYkv",-29.9,1034.0,2018-05-22,"vEVTAUofAA"
372,1,"QQnZoD",-415.03,666.5899999999999,2008-07-30,"mBMkvfbfWE"
373,1,"gLpvUa",-261.97,1253.8600000000001,2022-04-11,"GgZmDRvgHQ"
374,1,"yVducX",-179.84,963.68,2008-10-28,"vBsaSrEtyU"
375,1,"QfDatK",-109.15,1500,2010-01-01,"JaVbRWhWkZ"
376,1,"vTRZVC",-231.76,1500,2017-11-22,"wsnbTiQVfT"
377,1,"LNTBBK",-393.9,1500,2022-12-30,"vOZJwsLCxf"
378,1,"uPkjnX",10.96,1428.49,2011-05-11,"ONmyscWoLt"
379,1,"XdSZEr",282.88,1500,2011-01-08,"vOwUfwoamC"
380,1,"OHOcQg",-289.91,1448.43,2018-06-21,"ABiMmLGJsy"
381,1,"pYivaT",385.6,1500,2012-08-30,"wqRTUlSAjs"
382,1,"cPsbEt",-274.01,761.16,2012-02-15,"GWftwBjkyY"
383,1,"NsfVbW",479.29,1500,2010-12-24,"DcvGjMrtZT"
384,1,"UVXOXc",133.85,1500,2020-02-05,"gsDBFLVEsG"
385,1,"DgwgWp",390.6,1500,2016-05-25,"ghRwioldFl"
386,1,"oufBko",-40.96,1500,2016-11-03,"DUBEyDMkuh"
387,1,"hgQoGI",-361.83,873.16,2020-05-30,"XtHBrmdztP"
388,1,"XeTazy",100.52,1500,2018-07-26,"IogiUqUNmf"
389,1,"pftVdt",407.66,1500,2015-12-10,"niKTmRobVZ"
390,1,"WzqbTM",-18.61,1423.29,2012-04-27,"OlhMNSJjTq"
391,1,"nXWTPM",-84.72,1500,2014-09-12,"tCvhkMdUbc"
392,1,"rcPgyO",18.54,1500,2013-07-31,"uLJGDoaqaw"
393,1,"PhRFci",372.11,1492.76,2018-03-26,"SDsapGEhTL"
394,1,"wctiol",29.37,1180.72,2013-09-15,"zRGNtWBvhB"
395,1,"DKBURs",-327.34,1466.95,2015-07-16,"qOPPHyjdLF"
396,1,"bJrWHH",248.42,1500,2018-05-24,"jvYivLggLi"
397,1,"iTGwLl",-50.26,1167.49,2018-12-05,"KIdztMhiuQ"
398,1,"PZpKrT",405.82,1500,2012-09-23,"hHsscAgpGB"
399,1,"Ashvgh",-482.4,594.62,2013-01-10,"dkjgUvEaVy"
400,1,"PcFOqE",-196.27,853.28,2015-06-23,"IGHAmrjzyH"
401,1,"sZgZGb",-177.89,1051.15,2018-07-17,"vFSYOEiXnY"
402,1,"jyLHTf",-366.85,1041.81,2022-09-11,"tFpjNygSQZ"
403,1,"zmBkcA",-440.73,745.4,2013-11-06,"YKdLrnVxFD"
404,1,"Wwiiub",165.63,1423.18,2010-08-03,"BDlowzUaME"
405,1,"NBfZUn",136.38,1483.37,2016-03-04,"BDqVVboIGD"
406,1,"MVaooW",-105.23,1107.17,2022-08-24,"JdUFPUvayi"
407,1,"QnOyrt",153.54,1500,2014-02-18,"PHPbxXYmwD"
408,1,"ijvlaR",92.24,1500,2022-11-16,"SRBRfaBcPv"
409,1,"PAjlso",-222.83,1206.67,2010-11-07,"gRmCuVjxfn"
410,1,"zzXCDJ",389.84,1500,2010-01-04,"ZJoJkDYNJh"
411,1,"dqloOr",428.75,1500,2019-10-08,"YCJCUnRDZC"
412,1,"OrceHq",454.7,1500,2017-11-19,"AWdqCfYbxY"
413,1,"ooQmbk",493.66,1500,2011-09-24,"cqzURyjLpc"
414,1,"qUVFdB",420.27,1500,2021-03-24,"SKrZpJlLqV"
415,1,"fBfMTl",-423.42,974.36,2013-04-22,"jWAUKOrVZb"
416,1,"DEqZCw",-453.76,1493.97,2018-04-17,"VsWNEbFbTx"
417,1,"TcLNJq",-365.07,1162.59,2021-02-09,"aUviHtwaKJ"
418,1,"dsayjx",369.53,1500,2018-12-30,"RMkxjmNDeT"
419,1,"QYvtrJ",392.43,1500,2011-07-03,"RXySaUTDwB"
420,1,"guVcCZ",-499.47,956.56,2021-02-13,"VFzlyDAzfT"
421,1,"RQipfY",54.25,1273.54,2021-11-11,"WjWBPTvNgt"
422,1,"PSbogB",174.32,1432.95,2017-11-29,"uFNqvlGOFY"
423,1,"IzLBUj",-438.29,1491.92,2010-12-28,"oitFOqkwkv"
424,1,"PDvevK",35.01,1500,2022-02-07,"KlwNxOvuOP"
425,1,"aCfbMM",-271.75,1500,2008-11-17,"zfTpHapqcb"
426,1,"RyzlWq",217.78,1500,2011-03-22,"vjVjneQovd"
427,1,"BPxVye",-332.59,1169.32,2017-09-05,"PSWgGRLRtR"
428,1,"nJxmmN",-294.89,779.74,2011-12-06,"sEmusbQHWn"
429,1,"vdNpCR",-256.29,935.16,2020-10-17,"VTanxFgvjl"
430,1,"hAlvOw",-90.82,1500,2010-04-21,"AritUWVQuh"
431,1,"gqRaOx",-41.61,1002.93,2014-04-09,"rFIwyrlHLu"
432,1,"Fhlhzi",92.29,1328.24,2021-09-23,"NHiOqTXoKA"
433,1,"dkKrnY",111.01,1500,2022-03-09,"foCLeFTyNr"
434,1,"TYpwim",341.41,1500,2014-12-02,"NkkULOSqTP"
435,1,"qaiCgT",364.19,1500,2015-04-17,"ardeijNWMk"
436,1,"jVURwo",-150.12,1107.58,2012-03-06,"pbuJVABcFE"
437,1,"yQmDlr",-291.36,803.3199999999999,2011-05-18,"RyqULWOlxV"
438,1,"pGtsVc",-167.4,1500,2017-03-15,"gHkerwSQBH"
439,1,"aPhAHJ",164.89,1309.04,2016-02-06,"UfQIwKBDwB"
440,1,"vQJSBR",-157.8,1456.7,2014-05-06,"HZxwGWeXjN"
441,1,"NbbyZk",-179.32,1160.3899999999999,2021-12-17,"PRAzlKEnur"
442,1,"KIqxbr",-467.14,882.56,2010-02-20,"VgTnxdjDUB"
443,1,"FoDsJe",432.93,1500,2009-09-15,"yfRGEzoVDa"
444,1,"jzoGnK",400.62,1500,2015-12-20,"rAUxJtexHz"
445,1,"ZieONz",-447.23,944.52,2010-04-24,"NhzNfhTGdK"
446,1,"omsxYX",-75.98,1500,2019-09-28,"fVQUtkziGy"
447,1,"ZHARxE",-378.12,723.06,2020-12-01,"jhHpoEDyYY"
448,1,"KLmtgF",185.93,1500,2015-07-08,"fHJjqSpHZJ"
449,1,"YRsGcH",348.72,1500,2022-02-18,"ULrTisrdVP"
450,1,"GlfTTl",101.7,1500,2021-06-13,"WJCXOvJMwK"
451,1,"lrvDcs",219.27,1500,2022-02-24,"ZaOBdElHEE"
452,1,"EGtxAz",42.4,1500,2016-06-27,"WfxurwcGoi"
453,1,"WhSukX",244.44,1500,2013-05-31,"tcYJMVDzxl"
454,1,"cXlRAP",-160.61,1397.3600000000001,2012-07-21,"OaNSdiQZhc"
455,1,"nPCbXW",265.32,1500,2017-08-05,"gGZSZJUHSc"
456,1,"ygfNDx",118.65,1500,2015-06-22,"QRslbpvYFk"
457,1,"wSCmgl",479.32,1500,2011-03-06,"cyvkzEmMyP"
458,1,"eSLBXp",320.15,1500,2017-10-06,"JjsUKmxuzy"
459,1,"vRJrfK",425.05,1500,2012-04-06,"ICVeLUyiPt"
460,1,"qFgvfG",-285.06,1040.89,2017-07-04,"pwOzqrAcoD"
461,1,"HRBmHF",378.92,1500,2014-10-22,"OcGwOuxNyI"
462,1,"iTjWit",-449.73,1093.54,2015-07-27,"VYMUzgNgNw"
463,1,"dGPqYd",-282.22,1115.68,2021-04-01,"xVBsgKaXQR"
464,1,"PXvblw",-152.91,1317.66,2014-03-26,"wsyKCGYUhM"
465,1,"hSePaD",410.86,1500,2022-05-24,"flAPcEcXwA"
466,1,"iHcGXj",-63.43,1500,2008-02-12,"FpZEEZVEpu"
467,1,"VbUvGs",-44.63,1455.7,2022-07-14,"ohPlYPMFjG"
468,1,"WdaclX",-366.29,1301.05,2019-03-31,"GuZJIqVWTp"
469,1,"NYvxQu",177.6,1405.27,2021-10-28,"NugufojLca"
470,1,"QpvUIQ",144.52,1500,2015-06-16,"RGnLnDUOOW"
471,1,"YfSoQG",-476.52,842.17,2011-11-19,"TYKYcPUDOI"
472,1,"SRBPIg",166.28,1500,2020-04-21,"rZLIHwnZqq"
473,1,"EQNeSO",-269.45,969.55,2020-02-25,"Nlfsnxweko"
474,1,"PmdvAg",46.7,1066.66,2013-02-06,"veeIeBihhG"
475,1,"rfvoWW",311.76,1500,2015-09-29,"opwZAyDfbG"
476,1,"enTWmo",-336.46,944.54,2010-01-29,"bIFmwjFuHc"
477,1,"gxTaJF",2.03,1217.05,2011-01-21,"TmNFlBFSUj"
478,1,"dqeLtA",317.38,1409.97,2010-05-07,"ecSPGHOGUh"
479,1,"VEqVod",-199.78,1500,2012-06-29,"YUEmdeuLJi"
480,1,"rrNdzi",393.92,1500,2009-10-03,"anxRAfpOJE"
481,1,"GJqjrz",92.69,1500,2021-08-26,"oaytOjLZCh"
482,1,"fPEAwD",400.84,1500,2020-05-15,"vlNMvsXskG"
483,1,"PAkFoL",468.69,1500,2011-04-22,"pXyVZniAdw"
484,1,"aTRTFB",-276.78,1015.91,2013-11-29,"gDjShsvmNg"
485,1,"eEOlaW",-97.01,979.79,2008-05-11,"EoNVxDWpup"
486,1,"INDOmX",64.32,1500,2009-01-26,"LOeHSykaBe"
487,1,"uirEoT",67.52,1500,2021-07-01,"GYfykGEcuj"
488,1,"yvduUV",394.87,1500,2019-10-07,"cemBUocCIv"
489,1,"dEebww",-218.89,1384.85,2014-05-02,"fPkwPKbpGm"
490,1,"nIkDTZ",311.32,1500,2010-10-09,"BStmAheNIg"
491,1,"NcaIYA",426.99,1500,2016-11-04,"OLvHSldOqB"
492,1,"wIUbEQ",215.15,1476.54,2014-01-17,"FCcxYodZdz"
493,1,"TylIFr",-107.85,1500,2021-11-25,"FfofgzLbcn"
494,1,"PmMXrA",-114.6,1500,2013-02-20,"QUxrkaxlJJ"
495,1,"aaBRsz",170.4,1500,2022-10-28,"loUsDbSLxO"
496,1,"oARbwt",280.19,1500,2016-04-22,"uIGqNxCczN"
497,1,"LXbnVM",-372.99,1500,2017-09-03,"YarPfzmGqo"
498,1,"YGowmU",-91.39,916.76,2010-10-22,"yBEZzhoXQt"
499,1,"qBVJbr",173.42,1500,2012-03-12,"TVrxHadloe"
500,1,"fJbMjk",-457.6,1373.25,2010-08-25,"lIGMkjPUCy"
501,1,"rjuxMu",484.41,1500,2021-10-06,"lAkFLcLYAP"
502,1,"qJZODu",336.77,1500,2013-09-25,"WtWUwNUTmj"
503,1,"tfdqiE",222.82,1500,2018-02-05,"PCgryPefGd"
504,1,"fLPvSV",362.9,1500,2009-03-15,"YVMIOvvvJX"
505,1,"ujnaVO",-175.29,1500,2016-07-20,"tohhwhlROz"
506,1,"qRlihL",213.9,1500,2018-05-22,"yiPLvvQBdF"
507,1,"MYKRmp",147.37,1500,2021-05-08,"VdppkEtVwW"
508,1,"vPUFNu",119.13,1500,2013-03-06,"IbuVdzJrhB"
509,1,"DbgtHl",26.44,1500,2010-11-05,"DocwMRPjZx"
510,1,"VvfAvy",295.75,1500,2018-07-17,"snvHRJOTAY"
511,1,"PYDrGW",81.74,1500,2009-06-09,"bBlKnwZXUA"
512,1,"oyxjHj",102.28,1500,2020-07-31,"tXCMcalwEH"
513,1,"wjuXet",-442.12,1044.91,2013-11-16,"FlctjpZkFN"
514,1,"bAqEnd",-431.24,1500,2014-01-20,"HbAwZaiiGZ"
515,1,"CGGQrj",-370.76,1276.31,2010-11-28,"JSpvKNuxaC"
516,1,"kCjjRN",202.48,1500,2013-10-23,"jblRgcRMpd"
517,1,"lHgwTm",395.61,1500,2019-12-31,"OdDLkisDPv"
518,1,"srueBF",54.03,1500,2016-07-20,"GZJQiMLDDn"
519,1,"FKxRxB",99.9,1500,2009-04-10,"ihSmCmucQB"
520,1,"pOZotx",174.07,1436.53,2019-05-28,"TDvSLNnFzW"
521,1,"AiUmbc",79.35,1500,2012-06-10,"MILoYKRVTM"
522,1,"EjraBw",158.64,1500,2016-01-13,"pBJETCRFDf"
523,1,"rJOVpc",47.73,1500,2008-06-08,"lgKkSIPjjx"
524,1,"OXkBQC",85.38,1411.67,2014-07-15,"mMezXLyVMU"
525,1,"GfKQJn",-153.54,1333.76,2021-04-22,"WNVdsWMcXy"
526,1,"VbqtqA",-228.97,1153.73,2018-07-05,"kycjJOKgTk"
527,1,"RbaGZH",3.83,1500,2020-11-25,"JQFDZkqZwC"
528,1,"NSnjiX",62.74,1328.8899999999999,2022-02-16,"ANNKUbUajA"
529,1,"UQtYaJ",55.96,1500,2011-04-08,"KJdVOUhChN"
530,1,"RyRNZP",-282.34,1450.78,2013-10-22,"PVBTMpiuDj"
531,1,"qolqKj",-497.84,1168.77,2019-11-19,"nsOtnBHrCh"
532,1,"uSansA",441.28,1500,2010-05-28,"GbEJWqXtRX"
533,1,"oyHNZu",246.77,1500,2010-03-21,"ZyaVXcTlrd"
534,1,"dcVeHC",244.24,1500,2019-06-18,"CYfVzNzZNK"
535,1,"uSDlif",126.5,1295.24,2017-07-17,"WFLtuxRWzs"
536,1,"Nvplro",-105.22,1500,2020-02-16,"NCoZzuGyse"
537,1,"pMQOSx",419.73,1500,2009-12-19,"oKEuBOYTph"
538,1,"DMJoqv",-156.66,1400.1,2012-12-07,"TgchglHeHv"
539,1,"HpyhyU",-57.59,1331.53,2010-08-30,"oOhtKOspHO"
540,1,"EdrFtf",-406.56,1291.93,2014-03-21,"MYbrYpICKd"
541,1,"zMZybb",-307.19,858.37,2012-02-27,"MnVXTmdMEV"
542,1,"AXXYbU",113.59,1500,2008-11-02,"XzPelSywNV"
543,1,"zDhaIC",-372.75,1316.41,2014-11-14,"bIGAPAYOZT"
544,1,"afQLNL",-102.62,1472.26,2012-11-15,"SIeHjPCnkN"
545,1,"GkXvBF",428.12,1500,2013-09-27,"gnVDMabxgh"
546,1,"AtnEGg",379.83,1500,2013-04-22,"epjpCFKhEs"
547,1,"YwjYuA",-248.57,1037.88,2021-06-21,"wFIlRyUDLC"
548,1,"jxPbtO",391.7,1500,2016-12-30,"zzmJSTPFcy"
549,1,"hqpEHm",203.92,1500,2010-03-29,"tfColKBZFl"
550,1,"GAhCrg",-444.23,623.5699999999999,2008-12-24,"eKwuLafpTr"
551,1,"XNuQTw",-249.58,1500,2016-05-16,"TlSRdmeoxB"
552,1,"kttbHM",-347.1,1372.99,2017-11-24,"rRfIZymNfZ"
553,1,"qZsmkE",-305.67,1500,2014-04-14,"mRkpCELmjB"
554,1,"EPBBSS",254.56,1500,2017-04-07,"PwcUpqCuOV"
555,1,"psztdy",-95.31,1500,2020-02-13,"hstwSTesRy"
556,1,"fOlxKS",180.97,1500,2018-12-24,"MEooggLFCY"
557,1,"xmotMO",-176.26,1500,2018-02-10,"zVWRuCCeLY"
558,1,"AtYBZU",-364.01,1500,2019-06-25,"ClWSSRMzHQ"
559,1,"GOXbXd",-407.24,1345.3899999999999,2011-07-13,"MOEYsdsIvf"
560,1,"twnslv",7.12,1010.88,2022-05-28,"NmbMzvsLIj"
561,1,"YHePui",-260.14,1441.56,2021-12-05,"afkgeWLgVn"
562,1,"FAlRVe",-357.26,745.75,2020-07-01,"trkQklrYWs"
563,1,"dnjWBs",207.54,1500,2010-04-17,"MWDlIlLtxC"
564,1,"QOXPIW",-311.01,1050.75,2014-01-28,"wAZKdIHJaa"
565,1,"ttkYPo",175.34,1312.01,2011-01-12,"LMJEDqgStA"
566,1,"bYFERY",79.32,1500,2011-05-15,"ofcNvtnIPC"
567,1,"lStcNU",219.97,1500,2021-08-13,"jmRqCAHpkD"
568,1,"obIpzr",-379.02,966.67,2019-10-06,"DwtbUUsUVv"
569,1,"SxwLxB",-461.94,1375.1100000000001,2018-12-30,"odEhHbNUTg"
570,1,"TAqPGS",-292.38,770.86,2012-10-04,"iyKRLrfwOR"
571,1,"EtgfeB",231.75,1500,2015-02-01,"gEnueWYOQU"
572,1,"qUqVUK",-326.73,959.84,2015-02-05,"iRrnvqYRWU"
573,1,"lRhViC",-120.88,1085.08,2020-05-23,"EHeBalWhXO"
574,1,"LKvSbB",48.95,1500,2008-11-30,"DZDkeYFMnc"
575,1,"ErxLzH",-456.8,1042.26,2018-07-23,"QzjWTRQuhk"
576,1,"csshXQ",-290.84,1222.63,2020-04-15,"iwWOfDThyI"
577,1,"yJKmDZ",-87.42,1500,2011-03-03,"JUpQTkLNLV"
578,1,"dQHDfX",-355.94,1036.06,2012-09-14,"VYIyIsJFWL"
579,1,"IqLOiQ",462.61,1500,2009-05-12,"AvotlGtkpB"
580,1,"HVblSR",423.55,1482.24,2020-11-14,"uEoxnftTgG"
581,1,"YJtbEe",-267.54,1011.02,2010-03-21,"UYdBpeRXPk"
582,1,"bXVfrv",253.31,1500,2013-08-14,"OhdLkUyTGt"
583,1,"yGvQhS",246.51,1500,2014-12-31,"qmbpeDRuFM"
584,1,"uprzml",-51.85,1298.04,2018-09-26,"qnOcEORjWc"
585,1,"LDhdkN",-274.41,1500,2016-05-06,"aQsjGcoszp"
586,1,"RALZDZ",101.85,1343.13,2016-03-05,"pavDPkdlEV"
587,1,"vxeOFK",-30.84,1500,2022-08-01,"KHVEtEmUCY"
588,1,"XyBaEs",202.89,1500,2008-01-18,"qDfFHhANbL"
589,1,"EcNxad",-134.8,1343.8,2011-12-02,"FfSgIvyZqx"
590,1,"wAfdJf",99.03,1445.6100000000001,2022-07-18,"NUBgPNVSYJ"
591,1,"VTzQDj",194.16,1500,2014-10-30,"nFveGrmItP"
592,1,"GYWtvR",-435.92,1294.9,2008-02-16,"HKyAokcdHf"
593,1,"XSaFyl",-126.65,1500,2019-05-28,"fQRRFxBZjc"
594,1,"qhwsqa",96.95,1267.91,2018-07-10,"KslIbERIUx"
595,1,"xSfnDV",289.08,1305.07,2009-12-09,"QRJwGUZeWp"
596,1,"twkwgE",483.64,1500,2015-08-22,"fibgxHQzji"
597,1,"NVaEqp",12.54,1500,2009-11-10,"neVjMOvTdx"
598,1,"msZoTb",-130.23,1490.92,2016-10-17,"SJnGsdQIbm"
599,1,"DMmhbX",88.04,1500,2012-09-10,"MLVDEamYPQ"
600,1,"wqGvSd",-321.49,799.09,2010-07-21,"CSDbhrJKBI"
601,1,"fqIIkt",315.54,1500,2012-07-17,"BcrccgvqWz"
602,1,"avWaqk",199.5,1500,2009-05-06,"gQsakkasOe"
603,1,"OoXKqa",-308.41,1462.56,2010-08-17,"bUMdfdOiFb"
604,1,"ezWXcM",351.92,1500,2013-11-04,"uzEFbrUOuL"
605,1,"bmzgsV",198.09,1500,2009-03-02,"GQYOxTxTWI"
606,1,"VUldcX",41.23,1500,2009-04-22,"hfFJuDIRBV"
607,1,"SChkaa",-79.8,1326.96,2009-03-01,"UZFPTIahZb"
608,1,"evxusy",-13.33,1500,2013-12-15,"xRtzzfJKvU"
609,1,"TFWQeT",421.72,1500,2008-10-07,"rtfnrllKam"
610,1,"UMeBtZ",-407.13,796.92,2021-07-25,"TnjaxhzBHd"
611,1,"ATzncc",163.2,1500,2008-03-22,"ZHvZoTnZVN"
612,1,"fBFlWv",446.28,1500,2020-02-26,"yPAJOnpLuR"
613,1,"YUBzHg",247.38,1500,2010-05-25,"BRQzqnnStM"
614,1,"fhEjbK",345.25,1500,2011-05-04,"uqAWJzOZnN"
615,1,"ogTCls",-47.64,1500,2017-07-09,"qwPxKOVRnL"
616,1,"MFLhAL",188.98,1239.87,2013-11-14,"TOlePXGdHq"
617,1,"iGXvon",-470.58,1043.21,2009-01-31,"XXtRLnPdNr"
618,1,"EPOrQx",-328.95,914.13,2014-08-11,"zScqJwhEpr"
619,1,"FSEjLU",-236.91,1494.45,2013-07-27,"dHRcUNhitq"
620,1,"FpmBwv",-177.06,1370.24,2022-12-15,"LwQLzVCxzo"
621,1,"vHujpG",445.25,1500,2014-06-26,"xTynLXgZup"
622,1,"egNykb",-7.31,1265.68,2015-05-18,"OMdihnuvDk"
623,1,"EKRkuG",-406.86,1053.62,2015-03-14,"FPYJItwvGG"
624,1,"CcTZUg",283.44,1500,2014-04-01,"IpiGKtKPpm"
625,1,"oOSzty",-434.32,1133.6100000000001,2016-03-11,"OnnfKgAQXZ"
626,1,"SJiZGF",142.23,1232.99,2009-02-08,"HykdydRlNq"
627,1,"piIIVA",-448.98,1168.8899999999999,2009-04-16,"PfXmLwOwqn"
628,1,"ADyimL",-464.66,1222.02,2014-03-23,"IcWYbFHgKH"
629,1,"PqQVvx",-351.88,712.81,2021-12-01,"zwUzuhrXXs"
630,1,"qVlqeU",-360.39,776.91,2016-03-03,"aYUeJaFYYA"
631,1,"edgyHk",81.6,1500,2011-02-13,"LsYUcBSgkw"
632,1,"xVhNVt",201.4,1500,2009-04-01,"WgLCCQBncQ"
633,1,"QhIdjv",348.42,1497.77,2011-01-02,"KGBUGZEzgp"
634,1,"GWZfdO",101.87,1500,2020-02-25,"kJFpSMqPfb"
635,1,"Avawqa",298.22,1500,2008-11-14,"WeyOCJDDoj"
636,1,"xcjkQV",448.84,1500,2019-03-26,"EpifTousBA"
637,1,"KINSde",-413.28,679.6800000000001,2011-01-25,"CBZkAwlMCf"
638,1,"lOivVL",-178.56,1500,2011-10-21,"YrnQRHqsEz"
639,1,"EECdrE",103.19,1350.23,2019-12-13,"dKBfWEBYUd"
640,1,"bmeTAL",30.94,1344.53,2022-03-04,"EzeibKwpIz"
641,1,"znoQum",148.58,1358.82,2016-02-26,"OOFpqwfcYx"
642,1,"BLFOST",270.32,1500,2018-07-25,"biBTDguXZo"
643,1,"TystsS",87.47,1387.17,2008-04-20,"JbUZXSozmk"
644,1,"VPEdyR",-14.31,1257.94,2019-03-14,"XOQSINaeGO"
645,1,"XgJyII",-42.52,1136.33,2020-01-11,"WlLjoSgQFi"
646,1,"TAwIpg",-385.11,867.21,2008-05-17,"dhAPQlSLVd"
647,1,"SbZJCE",-295.13,1500,2013-12-02,"sIzUCGKhYq"
648,1,"ruTVBL",-424.62,880.73,2014-06-11,"vQVNXtLxqI"
649,1,"AWimop",-476.0,1433.23,2019-01-23,"umpNAWSWsn"
650,1,"qtEKER",-328.28,1383.15,2015-10-29,"PstOamNvHt"
651,1,"XvcSMn",197.91,1436.84,2011-05-31,"skOJyqRhNY"
652,1,"jQJIOo",311.5,1500,2017-07-29,"nNDPXrVzAV"
653,1,"dBjYBg",451.48,1500,2009-03-31,"tKGWdQpxmZ"
654,1,"YMgBXi",-324.57,1500,2011-07-02,"eQdtHTfMio"
655,1,"zqNGQJ",324.62,1500,2009-01-21,"iwcSyDNzuy"
656,1,"YuxfcK",182.78,1500,2012-01-08,"hGyMpqQAYP"
657,1,"yoRSRc",438.13,1477.66,2012-05-21,"oeZjAsXAii"
658,1,"xlUdbC",-57.5,1170.57,2019-04-02,"PpbpqDQQPr"
659,1,"NGLivK",-389.76,739.85,2012-09-14,"EMoAYrzjEw"
660,1,"DexaaE",-53.68,1477.37,2015-11-26,"SOWdhLJCkj"
661,1,"QBFtgr",337.52,1500,2011-01-05,"yhKqNvBTTp"
662,1,"hEVJxZ",-123.9,1500,2019-01-17,"FvRPzToeDv"
663,1,"IlGLMq",112.92,1126.11,2018-10-31,"abhRrTcxdp"
664,1,"zWYrqk",417.18,1500,2013-09-23,"wEhAXPkprf"
665,1,"RDuutW",-197.97,1500,2008-10-01,"NpSnnFSbxx"
666,1,"LAJmVi",79.14,1500,2016-07-03,"xYJMiGnegI"
667,1,"mvDBbo",-129.32,1500,2014-05-20,"AURWQMuoXh"
668,1,"jqraRj",-388.79,1184.12,2020-08-30,"dzogxYnvCw"
669,1,"BSznGU",-482.05,960.54,2021-03-10,"GRdfbYhsDp"
670,1,"irVBYX",-371.02,964.97,2021-01-19,"IytQLNBFdp"
671,1,"xcpjIe",-136.78,1500,2012-05-07,"AksnsmKzII"
672,1,"YXDuVj",495.02,1500,2016-08-13,"MjSSZTobEO"
673,1,"zYmyVO",370.57,1500,2019-04-01,"npVfZMAkpE"
674,1,"idEcfV",146.92,1500,2020-01-13,"SNDituGcGB"
675,1,"Vmfgbs",96.02,1500,2008-06-06,"OgwKsVfIoZ"
676,1,"JFtuxx",-210.01,1500,2015-06-18,"CdUlxWxulo"
677,1,"oWsILc",-161.51,996.56,2015-11-01,"bhPAPDpjNQ"
678,1,"KzsUmR",268.63,1500,2011-07-11,"rRZmsjlbZo"
679,1,"QrdOGB",128.83,1500,2012-06-21,"dDVYpSpdqh"
680,1,"LbJupN",-331.65,705.94,2009-09-01,"DbmxFxKbTi"
681,1,"KWMjWy",133.75,1500,2022-07-07,"YneIGryufv"
682,1,"MMuRwt",-462.46,621.69,2021-05-06,"UMfMFEegEh"
683,1,"GLEhGv",-323.26,1500,2018-05-29,"OITzROUmPj"
684,1,"SjhQBW",-72.21,1307.09,2016-03-16,"impuMDMcOB"
685,1,"iLwdIt",222.71,1500,2021-10-06,"KHMLShZBYn"
686,1,"cuRilu",131.14,1500,2019-11-21,"bDLOZLMrLy"
687,1,"iACoBl",239.32,1438.23,2020-06-09,"uzNSozAONk"
688,1,"ZCSIqh",441.9,1500,2021-05-01,"CCGfQuRnSa"
689,1,"zPaebe",173.97,1500,2022-04-22,"zVQieiPomS"
690,1,"AjFeSq",-383.16,739.4100000000001,2021-10-31,"ohLmQlIudd"
691,1,"WINYnw",379.62,1500,2014-04-17,"PLoNjDASzv"
692,1,"bZsess",354.28,1500,2010-12-01,"bOsFSrFYxS"
693,1,"hnOtVK",318.83,1500,2008-09-09,"nVcyzuOcir"
694,1,"JVbdBq",-202.44,1500,2020-01-30,"EOkpWImNft"
695,1,"elAdTY",-86.56,1123.86,2011-02-15,"oROhYcvdHB"
696,1,"rlQfgF",-455.24,1500,2020-10-19,"vTFaMAmYay"
697,1,"kMwWvW",218.04,1500,2019-01-22,"vALZejwhOd"
698,1,"IPlZeU",466.27,1500,2009-08-17,"ywDgPqhYph"
699,1,"TrAzvK",-20.28,1439.6399999999999,2019-03-30,"jGvcCdegul"
700,1,"EGILLM",477.83,1500,2016-03-07,"iqBagTaYeZ"
701,1,"TcJXJi",-455.86,890.4,2020-02-28,"huArwFwyBX"
702,1,"iCOcKY",26.89,1122.23,2018-03-13,"jxVDYViWBT"
703,1,"uVifme",311.36,1500,2014-04-28,"jfRGmIvLVc"
704,1,"QdIVvi",-200.65,1050.96,2014-01-24,"kJjSCUdujI"
705,1,"XuIHse",149.26,1396.78,2012-09-21,"REazzuyfSw"
