expenseId,budgetId,name,amount,type,date,to,note
751,149,"GXQGxR",380.43,"gas",2016-10-19,"dtepaM","mURykzEOUP"
752,126,"fttbqc",382.32,"clothing",2012-01-05,"RYrCHL","YqVcLKmoEI"
753,379,"UOUEgr",55.34,"groceries",2014-09-15,"YaPhJA","HuSHAubXop"
754,53,"STJzWW",372.16,"gas",2015-03-26,"hVevZb","qhVbyvoqZE"
755,947,"AWZFyS",399.78,"groceries",2017-05-23,"GrknNS","JtJSrGxxzm"
756,874,"xUIuZV",311.04,"groceries",2010-09-12,"teOxoH","gwgEjyuZOe"
757,269,"dgvZtI",148.33,"entertainment",2011-09-18,"hnJjSe","brpSDCthVz"
758,868,"giNBsF",155.76,"entertainment",2008-01-22,"WjVZKe","REAGdIohgj"
759,553,"vMuZlt",414.46,"clothing",2017-03-18,"goIbWr","AzyZrNfHwB"
760,820,"mvothV",350.09,"clothing",2009-03-02,"tYBcIp","cWuOpSgcEW"
761,348,"HzGAgh",144.59,"entertainment",2013-03-20,"jyBLnq","OBFbQiYvKX"
762,199,"dHuswP",288.93,"rent",2019-08-25,"ZHiYxy","cpevHbBugj"
763,903,"nZopEK",393.59,"rent",2011-07-14,"YaAzVV","rxekTlehhS"
764,583,"slgAAh",61.03,"gas",2010-03-19,"gMeqHd","GHtRdPflKf"
765,530,"VDjDSI",205.34,"groceries",2008-08-19,"hcTCAM","XjvMuXqZMB"
766,418,"sxoOBp",430.1,"gas",2010-08-15,"oaQLpp","jmtcWKwggc"
767,905,"GkxIzh",196.84,"groceries",2013-09-10,"btFJOz","sohAtjpeQa"
768,244,"nfaOjD",92.46,"clothing",2010-12-08,"lkhqgO","mmKebivMnJ"
769,590,"nSpmHk",36.24,"other",2015-07-14,"sqCQpV","QMoyKsdfas"
770,833,"GHGWQC",303.07,"clothing",2013-07-26,"GtmTJq","YugBqdFKYL"
771,753,"ptUwmJ",300.67,"rent",2018-02-24,"clFIsH","EWzOGAmdTg"
772,241,"ZUtFXt",260.67,"other",2015-02-10,"utSXFW","ysTtQfbXIz"
773,268,"hhViNJ",484.42,"rent",2016-07-20,"ptasPo","ejUqYHzLgG"
774,778,"izduVP",379.77,"gas",2017-06-02,"gLSGfT","QBunSSqpkA"
775,5,"anJPTe",78.11,"other",2021-10-28,"GKHWWh","BEBQIeYsrt"
776,530,"zxfstT",47.33,"entertainment",2008-05-28,"dmfBGi","MZcDDVDlRQ"
777,894,"XaWxxo",317.11,"entertainment",2014-06-25,"FBxkJy","JiZrJSLacg"
778,486,"uYbhvU",252.32,"clothing",2016-01-04,"JlVoyt","MVaRJWQCib"
779,70,"AvtTAY",320.19,"gas",2009-02-13,"QrimSc","PSnPcZOTSS"
780,987,"JXQRAX",337.16,"gas",2019-06-28,"IiFofS","GLIpiBvdEX"
781,561,"yQnXHo",19.29,"other",2014-11-29,"LrkEnL","fafQukHDrq"
782,3,"TBcFVZ",51.09,"entertainment",2012-01-15,"RHQcyW","FrrgEhCBbM"
783,38,"Vgeeac",362.3,"entertainment",2010-03-05,"urTCgo","nBXnKXVRTY"
784,807,"VKteff",329.4,"gas",2016-01-17,"InWDaG","yDsXtdLauu"
785,823,"aCaajc",151.38,"clothing",2014-01-10,"SxyuPJ","AqzcvksmCF"
786,551,"aNQFSK",140.24,"rent",2014-10-16,"QbsDKF","XYawVzGEvI"
787,268,"oJhacj",211.57,"gas",2021-11-28,"CoAUQs","sTKSUcdnZq"
788,188,"KIvjMj",31.03,"groceries",2011-12-11,"kBfvag","lCMKZUGttf"
789,158,"dHSqzM",380.82,"groceries",2019-03-31,"EpZHEg","VpFxijNUPz"
790,644,"ghnjfC",54.91,"groceries",2019-07-07,"emLbGL","NwZpyGxwFr"
791,536,"RkApxx",429.04,"other",2021-12-20,"SoZNYW","ekKqmQkDIT"
792,833,"LTovAo",127.34,"rent",2015-07-09,"WOwKNa","yivyFCdxEh"
793,406,"uCpRWv",75.55,"rent",2014-06-23,"lcyOmh","kTZlAkyqAB"
794,392,"GulTaC",443.59,"entertainment",2018-02-06,"cRtMnP","JsXQzasEKt"
795,652,"paxuNp",428.91,"gas",2015-03-26,"FYMTYX","fcXeqPjXqI"
796,228,"IPndbW",118.8,"other",2020-02-14,"YJebMl","FrSkawPHZK"
797,943,"pRixvN",294.86,"clothing",2009-11-17,"CvuJVV","qkqaDySihN"
798,164,"bEdBXT",37.73,"clothing",2011-04-12,"gXPPLg","qkBRGOrkjt"
799,659,"tSbhEk",407.8,"other",2019-07-01,"EWRkBs","uOgufOuaQx"
800,751,"NcmsgH",112.8,"gas",2008-06-01,"XxQMIv","tcAofqtYUI"
801,957,"sCiAdq",93.68,"groceries",2014-12-17,"kCBWAQ","IEmlvDYElX"
802,934,"bzdJPr",24.1,"other",2020-07-24,"LbrbzV","NALpFOvikX"
803,52,"CWujDD",201.74,"rent",2010-11-20,"dVTCFM","VNxAqkzPFt"
804,433,"kquggI",248.47,"clothing",2018-05-26,"pfSzyz","IXTqavEsrW"
805,420,"DyluPn",207.29,"other",2017-08-27,"QfWlhB","paKCjSHorN"
806,690,"CUUEGb",10.28,"clothing",2009-03-09,"wTmKcs","ywODQfjGdy"
807,260,"UIEdHr",390.3,"other",2016-05-14,"WIOnSj","PUpYvOOpqP"
808,961,"NCYCfQ",306.33,"other",2015-12-13,"WtPiUW","QsaVOfQXWu"
809,267,"lDzjSp",6.02,"entertainment",2008-10-17,"oUuQtF","qQMWvrElGB"
810,875,"gQFWEa",473.89,"entertainment",2016-04-16,"SXdQQF","XxNjKavnvv"
811,233,"NOZwnP",372.63,"groceries",2017-01-05,"rCpXmm","gwzmPchraD"
812,23,"gyYVOj",85.52,"clothing",2019-07-25,"bNxKuD","idZfQmajwk"
813,803,"DtYLDJ",478.11,"entertainment",2020-09-17,"XDjdmN","bCcoLuJNGi"
814,303,"eVamlD",76.64,"groceries",2008-05-05,"dRjFMN","jsUHqQQody"
815,262,"SHAHAt",89.5,"other",2010-09-11,"aNYHcG","cZSFQdKQiQ"
816,659,"uWViJW",235.29,"entertainment",2015-03-27,"KeUKIO","AvZoOmbpRv"
817,70,"kUAshJ",429.11,"other",2021-04-16,"CkVihH","bmvFtGKfLV"
818,145,"QhZUnU",61.42,"other",2017-12-15,"yzPYhL","DemIVvJfrC"
819,824,"obQqPd",233.27,"groceries",2020-12-28,"cMPjxv","MLUlIvWLdm"
820,658,"NJobyU",170.63,"groceries",2018-12-05,"FLNcmp","xriczYUHtc"
821,565,"vyskjL",206.11,"clothing",2021-03-28,"yuUdLn","YCuJuAglYb"
822,22,"AkADwC",394.95,"groceries",2012-02-09,"GKFccd","pskwgqPmDI"
823,872,"dvnqQd",222.62,"other",2016-11-16,"IxHcHW","qKbJfnLLoY"
824,33,"QQFuPE",39.61,"other",2019-10-20,"bWgtgp","vYLgZbOrds"
825,320,"KCyFCS",353.72,"gas",2020-12-08,"gjUWKg","svdOeaeqcP"
826,455,"XGzEqJ",312.3,"clothing",2009-06-19,"EnFLEN","dwGTJgCqpF"
827,485,"bjVuWC",127.74,"groceries",2016-07-06,"QakUTl","ChzTvMLjOc"
828,358,"UwEnih",481.02,"entertainment",2016-11-09,"AGUGEN","yUASqYeweV"
829,599,"uaKjsg",497.66,"rent",2018-05-29,"WTGCnW","xOOlxBzenL"
830,778,"KEugXK",382.44,"clothing",2010-02-20,"faymrr","Dcewbvtzvc"
831,149,"WQgUJV",99.88,"entertainment",2010-09-13,"RdwKGK","EQoOLbfTeu"
832,764,"mirzxm",258.2,"entertainment",2016-03-12,"jGRMWJ","GYcaElKYxa"
833,769,"iuhMiF",150.05,"clothing",2018-04-16,"iTzNqw","SrnsdRCmKH"
834,379,"PvUZWM",197.5,"clothing",2009-01-15,"XEAZCt","uvMxLRuKzM"
835,36,"OCRDbg",191.99,"rent",2018-11-30,"SmiNdy","odzUEtdTAX"
836,63,"jXadPg",239.83,"rent",2021-11-13,"oHWQad","LWkRFCjgOY"
837,636,"wgcoVn",290.65,"entertainment",2019-07-13,"oMFwMS","TcFVSvlWBo"
838,627,"voDyWO",490.09,"entertainment",2017-10-15,"zmnytY","mVrvKUmunX"
839,390,"bJalQR",117.28,"other",2016-03-13,"nqyubq","wLUSPjiBXO"
840,875,"MdCvnK",72.99,"entertainment",2009-06-07,"LizZrr","ySMxsraPOl"
841,872,"kQxhbX",35.81,"entertainment",2016-03-07,"JCWHzz","KTOvDUBeTo"
842,505,"Gajods",156.29,"clothing",2018-10-16,"jERace","jqXnXOhRDR"
843,509,"iXOPmf",231.71,"groceries",2010-01-16,"sAolyA","kAtNfpgvnO"
844,521,"EKjcHV",266.16,"rent",2015-04-19,"mgBldz","iDLquXjhGz"
845,235,"IBElHY",249.38,"clothing",2008-02-22,"bqWhvp","GlLQCNqGan"
846,526,"CZzEWB",487.85,"entertainment",2017-11-25,"rDaCaF","ZQynXtTERP"
847,651,"FCxFac",74.51,"entertainment",2018-03-31,"nbbVoi","RTdhtWzgdd"
848,267,"lTYzvQ",201.97,"entertainment",2020-01-21,"AtBQEG","AaAqHJbRbd"
849,979,"bDrGHb",242.93,"gas",2008-12-27,"KHACzY","qYWdXCtxzy"
850,442,"uXqhEz",446.99,"entertainment",2015-07-17,"AoEFOI","CXUXeCjsEb"
851,240,"BJCJnh",128.97,"groceries",2011-10-28,"ZHvNuK","GfRdvZiVjy"
852,30,"BIczXO",407.97,"rent",2021-09-11,"IonfoE","cxZHedHCQq"
853,920,"GvLiMa",288.3,"entertainment",2015-01-10,"bFRmoS","LgHFYhaAhm"
854,650,"BPcohG",449.41,"gas",2009-07-12,"PsZVnB","GNLKdYtXnc"
855,885,"DitAZv",61.01,"gas",2013-11-02,"QOmope","MwkoOXeMlU"
856,812,"azCQFf",79.06,"rent",2011-05-19,"RQnYME","vDCjglIqWD"
857,410,"YFTvVN",450.59,"gas",2019-08-07,"uvQBBu","fZegWeoLYN"
858,470,"XrkTLQ",422.63,"rent",2013-07-23,"PqRpTd","kWpILTLlpC"
859,282,"IEzCvD",211.52,"clothing",2015-11-23,"DxAufy","KdGHprtCmK"
860,540,"ZgiREj",485.15,"groceries",2017-03-15,"GRdHkv","KrUxrnEPOI"
861,83,"NIHpQG",426.65,"entertainment",2012-12-16,"hhTfvL","ETgPABHYHs"
862,423,"QcukjZ",117.63,"rent",2010-07-28,"lrKCpU","WYOsGjOlkF"
863,569,"McONxb",193.39,"clothing",2015-02-24,"xCFDjT","pHZHINSWVp"
864,972,"aZYMTx",288.99,"other",2011-06-29,"xwMPMC","xVHRXokxAN"
865,749,"IGrxkH",482.62,"other",2019-03-06,"ahqBdQ","trCwKLXZEO"
866,537,"DeWgXL",257.11,"clothing",2008-01-19,"QxXAjD","IIwmUfQrkz"
867,553,"mwbfXu",96.93,"rent",2019-04-16,"xNndai","owAaXiURFW"
868,434,"KAKxCp",481.45,"groceries",2018-05-11,"mbLWOF","BAgEiaKUrE"
869,224,"HgWLPt",457.57,"rent",2017-01-09,"zugLkc","JaIvdAitlr"
870,874,"vlIhBc",321.88,"clothing",2018-10-28,"GvDazL","QrmyiahlPH"
871,987,"ejhUkh",59.2,"entertainment",2015-04-24,"JUluTV","ErQMcEyEqR"
872,842,"RzhnJa",73.82,"entertainment",2008-12-20,"OcgQDD","RBxPFDjLNp"
873,547,"pPcVks",253.12,"clothing",2014-01-09,"nnIAsu","UrEVgrLhNj"
874,47,"btiIvD",90.66,"entertainment",2011-03-05,"oWEgIQ","zuCRYWEPWU"
875,411,"xfiBEV",251.81,"gas",2019-07-02,"TDcixB","KbGsRFVOFb"
876,661,"mbyxrb",110.7,"entertainment",2010-03-02,"BWRifu","nyFXDUoJRV"
877,455,"MmtzCj",451.31,"groceries",2019-03-02,"PeSDUr","RwzrKUjDAr"
878,355,"DwUBPY",489.88,"entertainment",2008-10-06,"skXGTS","IPWrboZbgB"
879,271,"Abdaod",378.49,"clothing",2010-03-19,"oqjLrZ","wVDJoMvsqn"
880,237,"RBGoFg",128.48,"entertainment",2016-03-18,"QEghdC","ubSLzExApA"
881,610,"tqqFUx",414.93,"clothing",2009-11-10,"qJTwgu","uXvvlVIrea"
882,441,"abnNEz",375.22,"groceries",2012-07-03,"UMtIVD","gSdCJpuCRT"
883,343,"WDjVuf",8.14,"clothing",2015-12-19,"HsPsVB","OMUbRDUelM"
884,495,"TpAKzJ",401.93,"groceries",2008-02-14,"SPOhZq","kwfEyxbVMj"
885,808,"KjqrCE",314.93,"entertainment",2015-12-26,"fRqRCN","xUHBldXBpK"
886,522,"qYgFmX",47.84,"clothing",2020-07-09,"fHcNwC","eJpwGGdZle"
887,59,"MGHIFS",318.8,"gas",2014-10-24,"PCUqxN","RzETGbovog"
888,191,"eUVXDF",16.34,"other",2018-02-16,"nTQxao","OupxslUUNB"
889,5,"VhrNrU",306.48,"rent",2012-12-18,"TpvumT","UEMtmtyjJk"
890,58,"lzVwbL",318.67,"entertainment",2021-10-02,"Stxtcs","umbgDtuYuJ"
891,621,"GpsEME",235.84,"groceries",2016-08-31,"eQlSHS","skCWAhOMKG"
892,68,"bDIQfR",400.24,"groceries",2017-09-11,"YAtuhb","FEUQFJFuUo"
893,579,"JOYBBq",24.17,"entertainment",2012-04-30,"gzXQTR","DzhubegfkA"
894,937,"fhmfFM",430.78,"entertainment",2019-03-14,"yUXajF","aENGwrdYum"
895,43,"zVKMzi",47.22,"entertainment",2020-06-09,"IezNfc","dOQchJNpab"
896,744,"eomETA",286.81,"clothing",2010-08-11,"HRquLl","QGvFsBcgpE"
897,245,"jSsUrz",102.38,"entertainment",2016-03-15,"kBosKD","VzKMWXKDaB"
898,846,"QJcAkT",334.07,"groceries",2015-05-25,"ApAhjx","XuLuoHxgxm"
899,791,"ATtIpc",489.75,"groceries",2012-01-18,"CQxPdM","rnxsguuSrI"
900,473,"xxkelE",437.38,"entertainment",2020-03-17,"okayLk","FFAELDlFGQ"
901,766,"giQJtb",315.95,"clothing",2010-08-02,"GGvOdI","qLMtEUpcev"
902,839,"dEymJQ",434.7,"clothing",2017-12-01,"bEnhTz","tyoMTeDKvH"
903,481,"ePBYuF",257.79,"groceries",2010-08-30,"jDcKml","iSPPPAAYet"
904,682,"dZamnr",284.79,"gas",2009-02-22,"cNAZVt","hbKvMRLXXb"
905,100,"loJtYb",70.23,"other",2009-08-08,"gdLvGX","qmdGUfQFmo"
906,550,"VBkVZU",333.32,"gas",2009-01-26,"ZxuHea","PIcVmyThxP"
907,789,"YYFvHV",284.91,"entertainment",2009-08-29,"noGvfM","jyHjtZqLFE"
908,745,"jBNMKm",167.65,"other",2010-03-09,"IMnkTG","yHBSlPAPFs"
909,889,"RMsAGN",10.19,"clothing",2011-11-07,"ofvyac","bLDHFTtekh"
910,94,"ZdwYxx",454.32,"clothing",2014-12-27,"nupTQj","llElyvKZeO"
911,709,"yatBEh",497.79,"groceries",2017-06-28,"GCXmWf","BDIznHZPNX"
912,419,"cpRmAm",415.74,"gas",2013-04-09,"HJKPqD","wjIMdypyPd"
913,667,"GcyYEX",248.19,"groceries",2019-10-13,"cGoSlM","JilMBsiVbv"
914,655,"uMtpDj",40.3,"groceries",2020-02-11,"mXkEMx","bJNzNhGixA"
915,525,"rSqLxv",119.08,"rent",2014-08-30,"obgCXc","PfNLzpqcSA"
916,981,"AcZdcU",125.4,"clothing",2015-11-08,"DmuJhS","uHiYabmqnm"
917,586,"PvJryO",390.86,"groceries",2008-01-28,"CrsnPl","KjyAUuItWV"
918,414,"PaWphG",366.24,"clothing",2016-12-21,"jJAygW","zrjrMSwOfE"
919,65,"QsXsiV",180.11,"other",2010-08-25,"sLAAOK","ZCjDNjJXze"
920,292,"JQqDqX",164.25,"rent",2020-01-08,"NeMeOl","RSCdUtZKkR"
921,585,"KbWLnl",43.76,"clothing",2011-06-07,"vThiCz","XVcaMiulez"
922,305,"bhRVwC",89.57,"clothing",2020-12-09,"upugcz","FwlHDbLoZM"
923,93,"VXROuF",475.29,"other",2009-12-28,"VIJeTW","dnNtSOOuEM"
924,144,"ebhYqM",258.35,"entertainment",2014-02-28,"LoHtxE","pGMpcdXbac"
925,452,"GvMSkc",499.55,"groceries",2012-12-22,"khGhLS","tZTymcfNqx"
926,902,"uFycBV",4.96,"entertainment",2015-09-27,"EOWAkX","onJUcgeokM"
927,965,"ePvMTB",57.4,"other",2017-11-28,"oCeVEX","PGSgkZTNQG"
928,415,"pGpRQd",65.11,"other",2016-09-23,"RAnoNJ","FaLYhRGiMm"
929,115,"FDLGbG",427.26,"groceries",2019-03-20,"KkfShh","qQTgkykOZs"
930,946,"lSrpFY",91.27,"entertainment",2008-03-13,"zIJWvF","PfQSpJICfk"
931,824,"ybrmQr",442.55,"groceries",2015-01-29,"glXAPs","ArdRyxomKQ"
932,170,"GGWCbV",11.34,"rent",2014-12-05,"MGakeH","DhDkklDDYt"
933,463,"GOEJUd",281.69,"entertainment",2017-06-30,"GoaCcV","gEDKXVbCCr"
934,245,"MTFGBz",37.31,"groceries",2019-07-27,"ngcMiD","GXNjvmKSSs"
935,538,"TtdyMj",484.54,"entertainment",2014-01-19,"BuAjla","fHGVHjYiBs"
936,556,"RcQuxE",418.67,"groceries",2017-01-02,"FKunDw","EvLDhBJCnw"
937,419,"chzcKf",234.84,"gas",2017-09-20,"xCzjpU","WOUcOUbhld"
938,299,"sSntdo",478.83,"rent",2014-03-22,"NHajuC","EyqcwiEGcJ"
939,628,"ahiCSg",126.91,"other",2013-05-10,"qOXquj","DxhHvHOUxa"
940,199,"WdpsKy",244.31,"rent",2017-10-15,"XQbJwc","vSDPSDXnNs"
941,479,"EyyscI",311.85,"clothing",2021-11-26,"waYstB","ORCNUwkkMK"
942,92,"pAjIRH",174.62,"rent",2017-10-27,"UMPLuY","wuxiVsnPHb"
943,873,"lrHTsh",401.23,"clothing",2019-11-10,"Bkjzgs","xFYxrAsAAM"
944,360,"BJqdoe",214.7,"groceries",2018-12-28,"oloEDo","CNtplnryiF"
945,383,"HVbEJF",188.59,"gas",2009-08-20,"XixTla","tMnxvaYdpH"
946,619,"PHnOzu",464.55,"gas",2020-05-20,"mSFvWn","uTUaTwqphw"
947,733,"JMSDdu",44.42,"other",2008-09-06,"ffxYje","wFQNnHADxK"
948,888,"Qeikxl",110.69,"gas",2020-07-01,"dmgIYT","rwEksHxWxB"
949,557,"lkrnBh",126.45,"rent",2008-01-06,"zYrpeg","ELtqZoWPvM"
950,392,"WHbXjG",472.53,"gas",2012-11-05,"aLnOZY","EZGVJdRAVK"
951,523,"PqmCIo",369.94,"entertainment",2017-04-20,"oORiea","UAbNJxRDrq"
952,984,"KKJjEH",161.0,"other",2011-02-10,"vwduhC","xeiWRKsHSW"
953,480,"BSOMvp",320.42,"groceries",2009-08-26,"ybIBzr","mlKILNEtsV"
954,715,"DhWnyP",384.51,"gas",2015-10-23,"hcuLWZ","ZSjplrlIxW"
955,44,"MJsWxd",343.67,"groceries",2015-04-06,"UQPkuY","sZMugkDowK"
956,611,"CYbwQY",87.13,"entertainment",2010-03-13,"KUwvke","iXRSKiQvuV"
957,728,"PYCZGz",272.29,"entertainment",2012-11-08,"lrAgzu","eIRvqcEYyM"
958,393,"wRxnAv",479.48,"groceries",2021-04-17,"tyzPqm","YPXhJPpNOY"
959,770,"Rhdsyo",471.36,"groceries",2011-10-27,"NpgIQf","qHEQbjUmFd"
960,937,"EscGlL",86.4,"clothing",2020-01-18,"fvCpjA","cOoOCVixaU"
961,467,"hPyosF",348.79,"gas",2017-02-08,"kpgZJu","wUpMZQOPuY"
962,725,"uavVsk",171.58,"other",2010-12-08,"LWlgRd","QsbQUutVvg"
963,346,"KYJIKH",368.02,"groceries",2012-11-13,"pOKebj","prNcRGpJRO"
964,815,"IodgzN",153.48,"other",2012-05-07,"VKDSSg","fQbUFyBUKT"
965,456,"SVqsph",152.63,"groceries",2016-05-21,"CYszVb","lDjlEiKnkw"
966,963,"GHSueo",365.99,"gas",2012-01-27,"dZwDLt","riuOXpFQNX"
967,758,"cCimiD",326.17,"clothing",2015-01-11,"rdawAh","HgfVvixNWL"
968,44,"NPaktA",282.52,"rent",2021-01-27,"TfrcfO","xrJxcLjEPp"
969,582,"SCMvoD",407.0,"gas",2014-06-05,"TMuATT","dIVwVLNgQT"
970,418,"iXMHjU",11.18,"other",2011-03-03,"sjqbWT","TYNBglYZXs"
971,4,"KvBvAL",323.16,"entertainment",2010-07-11,"sDZvpU","VotSJEmVnE"
972,364,"PZCAbn",48.72,"groceries",2011-07-23,"QqSyGY","uVfSleEcfj"
973,714,"fVGlXz",471.17,"gas",2020-04-24,"lEPGCh","RrkeoJWodZ"
974,27,"izlOVM",58.97,"gas",2015-04-29,"dMpkEL","FBefDEBdqp"
975,224,"RjCxxD",314.38,"clothing",2021-07-25,"RBvwbU","VDqUcONIEQ"
976,745,"Qyvqwh",9.93,"other",2018-04-19,"JOHtCF","yLPqXXqYvI"
977,901,"eyoguh",301.45,"groceries",2021-07-30,"BfEqsU","HBexgGrWbt"
978,67,"msTADQ",338.36,"groceries",2019-04-07,"SBAhUy","XLJcPyQyuV"
979,681,"nTVQce",13.33,"groceries",2010-07-09,"cwARLt","NdAKJheOmE"
980,512,"QGoQHu",440.89,"other",2015-08-22,"vsmgiS","SuTWfVdrAq"
981,146,"UisyBr",221.07,"entertainment",2018-08-11,"pWWRId","UORvnzJFrb"
982,319,"MwWYrt",142.02,"other",2020-02-20,"NiYXne","oKsVnabRHM"
983,996,"bHSZSB",152.53,"entertainment",2018-06-05,"copIZx","IjIvASIfcs"
984,585,"MpvxtO",266.33,"groceries",2019-08-08,"XDYcaN","biVpsEZFSl"
985,477,"ELhHim",28.0,"entertainment",2021-12-15,"ZaQlHw","KqkJHIhidh"
986,132,"oNQyPl",17.55,"entertainment",2016-06-28,"tjexNf","EPHIdNbLra"
987,679,"AjIgKq",3.14,"gas",2008-01-06,"euYcOY","cZdsEeoGKp"
988,948,"rzFstL",361.76,"rent",2009-01-03,"WuzyMy","gGZvleYNIW"
989,567,"MeWyxu",435.64,"gas",2021-01-01,"QDZGUx","wGaXOEHpMt"
990,186,"CpNavh",452.22,"clothing",2010-11-05,"kJJaWU","TnWuMVVyVi"
991,902,"orsxRa",366.56,"groceries",2014-11-04,"nNUDFa","NmBDUzJvqE"
992,329,"yVNlkM",433.78,"entertainment",2012-02-29,"vBEftH","WRnCwKgAjx"
993,169,"JTijtr",127.74,"entertainment",2015-09-27,"KgSvXp","TGXGSQOOGh"
994,622,"LHGJTB",196.73,"rent",2019-07-22,"cOOFEm","AFvGvXDoWS"
995,158,"Wtiknu",68.21,"rent",2014-12-05,"iyuotj","akmrWFIwPP"
996,931,"ISkrsf",497.65,"gas",2008-07-23,"CqCgOj","EHuWseeOtw"
997,710,"uwEOTp",130.91,"gas",2014-05-22,"VFHApI","iYhWNpBUsL"
998,882,"auytrQ",81.55,"gas",2014-05-28,"YcsWei","nguYfTLnSX"
999,292,"tkvveK",120.9,"entertainment",2012-12-01,"hqRTyZ","LCqdlcMUez"
1000,389,"NjRAIb",150.08,"entertainment",2015-06-14,"SyEari","zVwnfmLyMG"
1001,282,"aSQYUA",298.4,"groceries",2013-10-19,"RjNExY","IiwBDGMHfJ"
1002,421,"LqvGGp",287.85,"other",2008-03-27,"neuDru","aosHJYryys"
1003,460,"KImKbr",143.14,"clothing",2014-10-06,"xnWJxY","WAhIxsoayx"
1004,835,"UWhxRu",116.92,"other",2019-12-23,"bLhdUQ","vRtVRXytiT"
1005,202,"BDNptJ",472.23,"rent",2018-10-27,"drNegO","ccUHboSMOt"
1006,80,"ynWkeM",126.26,"entertainment",2013-07-28,"SsVGfZ","BQNXqnhzsj"
1007,490,"CXtOUK",383.23,"entertainment",2016-08-17,"SvpEoR","WysnEdQKCM"
1008,505,"DvkBXG",11.14,"gas",2011-01-14,"ztcHHd","ojqIUeoZCC"
1009,629,"xwukxR",356.24,"entertainment",2012-04-20,"FvhBem","DUGNHFQFqG"
1010,754,"AfZCKT",51.51,"groceries",2021-11-04,"lYWRLW","lQDsHabSHn"
1011,482,"EAXzMC",119.0,"other",2021-02-13,"ykjKWa","ieGUwYxJJO"
1012,403,"EIkCYj",232.18,"gas",2013-02-12,"akPFbN","dTRykOVbok"
1013,534,"iLjGpz",49.62,"entertainment",2016-10-18,"aCEDWQ","OOWiYbuIdS"
1014,109,"EvhCWy",477.26,"gas",2016-12-04,"pJPINH","kMhxqvjRLl"
1015,245,"TCuGhV",452.89,"rent",2010-11-16,"ZdqFjj","iIXlGaQvUv"
1016,861,"uMtrdf",170.44,"gas",2020-11-06,"OufIqJ","PESGPnkATx"
1017,766,"NxDdRe",137.87,"entertainment",2019-05-06,"CePKXd","pinXLfIeQQ"
1018,739,"mqOTkG",407.54,"entertainment",2013-11-05,"SZMGQJ","OGzwWUQFUU"
1019,224,"VPCKhb",297.97,"rent",2019-05-01,"kogFzZ","RXSCAMdfiQ"
1020,769,"zKlaCG",262.8,"groceries",2010-04-09,"LutzXB","iSiOoBXXnN"
1021,272,"isIzmy",204.87,"other",2011-03-17,"IpCaqL","cQBnUBSxHv"
1022,38,"bgYsXj",300.57,"gas",2021-02-14,"glXVFG","XeWvKuvVHv"
1023,109,"sNFUSv",313.26,"other",2011-03-04,"btZmWA","WcZsxwozHI"
1024,796,"VwPhje",271.18,"clothing",2020-07-18,"OJRiIO","jJMLRXNEph"
1025,368,"vlRFnO",79.13,"clothing",2019-09-29,"BsndVh","cEuKVNmjgg"
1026,404,"TzoCMi",438.08,"rent",2009-04-24,"wDXJIT","RHkAehTFdV"
1027,898,"sbyAjS",461.4,"entertainment",2018-03-12,"xBnqfQ","cZLrPlJayW"
1028,190,"SqLEMV",150.19,"other",2008-09-19,"FiJVKI","IkKgLxDwWE"
1029,888,"ckTGwG",152.73,"groceries",2021-10-06,"qotyND","nujkLebCme"
1030,536,"ZEOBGJ",325.12,"clothing",2014-12-21,"tjAxUU","bknfXbOhxU"
1031,237,"xOkqlF",16.98,"gas",2012-10-04,"EbdjgU","cuAfWegKlS"
1032,911,"GvNSKk",129.21,"clothing",2008-05-22,"BismDk","INauvfmqHK"
1033,345,"gBPrkK",478.02,"other",2009-10-16,"ZruZHm","FFVPMplnvZ"
1034,878,"dqqJhG",1.52,"rent",2008-09-02,"PXUgzJ","tcCHeHbOtT"
1035,247,"JhFHYK",21.42,"groceries",2013-06-26,"KYdndZ","WVxCoQDhZT"
1036,389,"upmapu",104.4,"other",2012-03-22,"IzGGvX","yFUlgkxzbw"
1037,681,"jLFPgb",53.2,"groceries",2016-01-11,"XMYWSW","PhwpLnEOsn"
1038,465,"SwBtyz",41.52,"clothing",2018-02-03,"mVVhBF","hsNYCAwqRg"
1039,487,"oWBpCw",195.73,"gas",2012-08-10,"XTrDgs","sDACBbiKcj"
1040,63,"nmqWhG",289.05,"clothing",2011-12-17,"qMJegg","QERgZTVWxy"
1041,878,"KkvDXj",173.03,"clothing",2010-07-07,"cdOnne","jTJEMpdwwY"
1042,931,"OxoHJu",453.52,"entertainment",2016-07-28,"McjBus","FLsAcokLxW"
1043,736,"lMfpIp",227.36,"other",2016-12-11,"lyQLgA","ZwCBGGXiXP"
1044,554,"DPKNbq",364.17,"rent",2014-04-08,"RjQVKH","zFcPJxzgPd"
1045,939,"LEwfJR",39.02,"clothing",2013-01-24,"QRFdbx","qmQJDfTYDY"
1046,829,"AYRFfl",106.42,"entertainment",2020-11-20,"UblkGp","TPSamLfzDf"
1047,492,"AQDhqG",245.7,"gas",2012-12-14,"OaQoRh","wQPuUMuHtx"
1048,308,"aTCSYy",115.61,"other",2011-09-12,"cGkDdZ","kSaKQxVZmy"
1049,764,"aardyC",19.96,"rent",2012-07-04,"MLMiua","juHKfxkvjv"
