incomeId,budgetId,name,amount,type,date,from,note
685,595,"XzraSY",304.84,"gift",2018-07-09,"FcbWUt","ZbkUGEMfVA"
686,225,"aXNDOO",164.01,"salary",2018-11-27,"WCOOhI","CHXPLpTqfV"
687,833,"LNaIfj",284.34,"gift",2016-02-01,"gdVkQB","zMirsHLanj"
688,164,"qjhiWe",418.06,"investment",2020-06-21,"wqJyXA","GgwycdFoKI"
689,55,"BlaQyj",429.43,"gift",2020-01-16,"CBQiuF","FwDbatRKjA"
690,709,"NAyRTr",261.81,"investment",2014-03-27,"EikhNy","ZhAegNDNUF"
691,119,"xdpvQN",465.52,"other",2008-03-09,"rWDKVd","XkEnkyCbIA"
692,474,"XxGokT",434.72,"salary",2011-10-04,"SsVxZm","AZIBDJWkqW"
693,67,"gVRfrq",119.91,"gift",2013-01-02,"EStXNU","ppqMBdXPAs"
694,120,"sHlWpB",470.57,"interest",2021-09-23,"uJWFpy","FAGjtDoZFR"
695,777,"iKHznr",360.35,"clothing",2014-02-12,"kknILx","FnWFzwdbDF"
696,547,"scITmz",395.33,"interest",2016-06-11,"sPgMXL","biSoDjkwTR"
697,90,"iHKOpS",286.61,"salary",2013-08-30,"FOEcIt","fTTBKxrRRT"
698,64,"rFLKMr",157.12,"other",2017-08-08,"akYHAw","OriACqXUGO"
699,303,"hilZGm",244.72,"interest",2021-07-22,"voKNBL","urZZlrDDRo"
700,269,"PClLpb",458.19,"clothing",2010-07-05,"KBujvh","ASKZKshOuJ"
701,72,"oEwkRp",258.61,"other",2019-12-22,"ZPLWld","hkAYVbsdxd"
702,268,"fRjSAi",14.08,"gift",2015-09-09,"YeAfwG","MLlwsnQSXL"
703,946,"VkrLxD",161.51,"other",2018-01-24,"PiQDLe","rGTUOxhLbw"
704,754,"LveCxa",450.49,"salary",2017-04-27,"SidnTc","dXxsGOYEkC"
705,765,"NfqAAn",473.22,"clothing",2011-07-27,"SqoUfM","dKknmgbQRG"
706,95,"zRIZlH",5.21,"clothing",2012-06-14,"lhdvjl","fNXeTRWqFD"
707,962,"uZsVrS",63.89,"clothing",2018-08-23,"CvvBse","OYIAzvJVUp"
708,427,"vZlJTB",476.16,"clothing",2020-07-27,"kEYIay","xiWUMqvhxx"
709,333,"CsRCcH",441.97,"salary",2018-10-29,"yQUIUr","eNcxYbvUNn"
710,163,"jrZJXD",468.21,"other",2015-09-07,"mNDpUL","yObGVqUPss"
711,180,"udbCNO",57.44,"interest",2019-02-06,"nZnYjn","afDuAZRMaf"
712,627,"hlUZTA",59.12,"gift",2014-06-05,"CvcIwO","PGwDqRBHuc"
713,932,"zLjjWd",274.57,"other",2015-08-13,"GhWCFj","vGyQJjrjhn"
714,227,"jVvXxr",139.69,"interest",2017-05-22,"eXmunt","XhpCCRDKev"
715,719,"wXNRmc",65.91,"gift",2012-06-25,"SbhkdE","dhPWxuEvyq"
716,604,"xTmcug",65.55,"interest",2018-02-08,"pULzrF","bPFOvNvKpe"
717,13,"UrQwuc",498.56,"investment",2018-03-20,"IKPfjK","IQinLrOFfS"
718,884,"PZEEIx",36.57,"other",2021-06-17,"qYblgJ","NrwnEqmQfv"
719,47,"QZEWIh",348.48,"clothing",2020-04-06,"LtIigr","kWgCqnWRpX"
720,552,"ERRneI",358.52,"investment",2017-02-02,"shybFl","NVuMFcEYqu"
721,501,"PSbCxy",284.04,"other",2012-08-13,"MoyGsq","WQChmLuDkx"
722,629,"xDNmOq",47.2,"investment",2021-05-05,"OZHVTB","QFzbWdofCP"
723,332,"MXWfAP",363.55,"salary",2011-08-12,"fDOvnL","zoVaUHklMp"
724,266,"ZTgfCt",139.77,"other",2017-11-16,"NGsHrZ","yACoJXIidE"
725,142,"BBIzKF",301.45,"other",2021-01-14,"rVjPWm","oifWvgERsF"
726,1,"KXdXnk",400.5,"investment",2017-07-24,"ydjwMM","MniBWIpgNI"
727,935,"AKfGpD",46.83,"other",2017-05-17,"fMJcNh","fEOlduAjhA"
728,655,"fjfeJX",494.06,"interest",2009-07-17,"PGzCqd","wdMtJGlHuw"
729,543,"ojwhlD",292.56,"other",2020-03-15,"aRUVyB","mLZzXpqEdn"
730,525,"NLqEqy",428.58,"interest",2008-05-09,"Wgqqgg","TNmrAtyCdx"
731,858,"hrKhGk",190.48,"clothing",2020-12-30,"XrhFIP","bromGhQKsO"
732,804,"nfXqsn",59.15,"other",2012-05-17,"jbMNsy","TcPgglkmyR"
733,111,"tHZpnB",25.02,"gift",2017-07-24,"lZzQmD","fDekofZrQB"
734,775,"BPjwVf",57.84,"investment",2014-01-07,"jYkdji","evHQYTIrke"
735,185,"tRFFij",168.13,"interest",2019-03-21,"jTOpxM","kbUpOaEdfu"
736,644,"YgMnLY",99.21,"gift",2016-04-22,"oyqXqq","YdkVeXhjRU"
737,308,"nYiZhE",437.24,"investment",2008-01-05,"jYkvyv","GlkllZLVNh"
738,846,"LFMrgN",307.24,"gift",2010-05-19,"MaxbuP","amcSQamvsr"
739,555,"uhhZSV",102.51,"salary",2019-02-04,"mubVCj","tMTlufJygM"
740,765,"WzJmAu",460.5,"clothing",2018-09-15,"Lzchyf","zKBLpNnPao"
741,723,"zDBVOo",427.09,"clothing",2012-05-10,"daGrOk","pSnmjhAApI"
742,237,"qKfvHk",252.35,"salary",2014-04-28,"DieFci","SLKctfVrws"
743,220,"DLPPET",176.24,"interest",2020-01-07,"XyfeZT","pyomqdZMAX"
744,16,"kBMWjj",238.35,"other",2020-12-13,"RainSQ","CAJrvngTqK"
745,635,"fKybLu",124.61,"clothing",2008-11-12,"OdwitD","vQllihggdR"
746,442,"zqoKzn",494.91,"investment",2010-10-14,"YJMwZO","sgImMfKHVl"
747,854,"Rubffk",421.35,"gift",2015-07-08,"jWTMIa","sQRqjjkAfr"
748,457,"nBMIyL",428.07,"gift",2009-09-06,"DEULtO","LlgItGCUoP"
749,652,"eAKGeq",284.45,"gift",2020-10-11,"ZAcCgv","yUnRHLABgx"
750,142,"UicmRW",245.09,"gift",2015-10-24,"sBbTyF","LmCTtqdows"
751,194,"djsSXV",380.59,"salary",2020-04-05,"JLtiPY","kngTsPQdMU"
752,14,"pYjxrc",447.46,"investment",2020-10-12,"shFshM","aXxcWQJfPn"
753,423,"kCcahW",171.14,"salary",2011-05-21,"YsRkJu","UJjOfeItUc"
754,223,"pmXyAO",39.63,"investment",2016-05-16,"MsyqmC","XEIqoXSEVx"
755,944,"chpbGT",97.5,"other",2009-01-09,"ExvjLO","kNvpupdKXz"
756,652,"Ecqpxm",269.43,"salary",2017-06-17,"qETekc","IkhWPUlnbK"
757,868,"etaHAz",352.38,"gift",2012-06-22,"eYPgFU","tSRizGFFXP"
758,157,"BvGuJe",137.48,"other",2017-05-16,"OcXDgY","oKrrsIxuGi"
759,53,"dISufK",248.9,"investment",2015-07-15,"tNQhCZ","SpAapjifPS"
760,946,"XkkGGp",71.18,"interest",2019-10-03,"UharEJ","GnipQyoPBD"
761,238,"QxidiT",363.97,"other",2018-05-19,"cyRdRG","pjVvzgbpqz"
762,97,"HGpEiV",443.11,"other",2013-09-03,"DmDMgV","CkQrvgjoKf"
763,568,"XkZefR",185.03,"clothing",2017-10-07,"AmdtZm","oYmaQbhNxH"
764,58,"GTNOag",198.76,"salary",2015-09-18,"NdtrmV","gNPdgRufPC"
765,449,"LxvdMX",248.96,"investment",2020-06-23,"hxhjaq","oBqxqJXjRm"
766,797,"JZARNZ",450.16,"investment",2014-05-17,"AKhEuD","sCVChbGpkf"
767,115,"npvXpf",354.91,"clothing",2021-03-03,"lZliXQ","bAYaLipUSN"
768,682,"OSUESQ",87.35,"gift",2015-12-16,"pZgOwi","tSrppFFcBu"
769,316,"hjhfov",385.13,"other",2018-08-22,"ulOyIE","pgnkKQSVJn"
770,500,"VCHMMd",408.02,"gift",2015-11-09,"oQDqzP","WqOiLhVXPL"
771,760,"QbNLOf",260.93,"investment",2019-09-20,"FqiYzD","LXTKNigtkr"
772,502,"mPJxHS",329.3,"interest",2012-12-19,"BfQJTY","XEZjNEVcUh"
773,703,"eukIFG",268.11,"investment",2012-02-09,"oSeZFf","FwZmvXFJhz"
774,983,"ozwOgq",34.02,"salary",2017-01-15,"vjsVPp","WCSNbzwPTO"
775,993,"jnKzqy",139.54,"salary",2020-08-10,"GCHXXH","EKkfaWHCWs"
776,60,"mqvrbW",101.2,"clothing",2018-09-21,"XljrEF","ycWxPXygkm"
777,862,"gXhUKg",352.37,"salary",2012-02-29,"aRNCLw","CImhbaMrwM"
778,611,"lRmbaH",412.85,"clothing",2020-01-10,"ogsIJl","hKquSsTPfw"
779,997,"bXQYNd",485.55,"investment",2010-09-08,"aLZUsZ","mOQBfUpHLv"
780,932,"NKWjFu",46.86,"gift",2021-03-09,"NPzQTY","AMjfmeZsVH"
781,321,"XMdDNR",80.3,"interest",2009-05-25,"iTbWiB","xXXahXPKgB"
782,486,"tvosgX",130.17,"gift",2018-04-10,"BdcoVz","vUBddAGjAz"
783,165,"DtowPR",326.31,"salary",2018-06-26,"aCYJfg","qQeqmfSsxC"
784,273,"WPXeFG",69.01,"interest",2019-02-25,"XlnpVL","RmfncQERjK"
785,442,"UXgJEF",55.89,"gift",2012-05-18,"CslvQM","joKrwTULmq"
786,758,"gRKlMI",146.48,"investment",2020-12-10,"FrzYez","nZinTMNahD"
787,735,"myjvmU",6.14,"other",2015-12-17,"hiQXVh","MSRkffkNmU"
788,100,"dGyNDJ",30.88,"gift",2012-08-27,"OPqhhE","YNGZVQjaTD"
789,740,"mVhiQc",357.39,"interest",2018-09-10,"AteQBN","icqxUtryTy"
790,595,"JEBOlZ",207.36,"salary",2017-01-05,"AZEpLD","VUDEBNcFNs"
791,279,"bVmhgt",488.93,"salary",2020-11-26,"RXGjCN","aRlhtYtTUC"
792,668,"vpiSQL",60.53,"investment",2013-07-24,"AnpfIB","BIyDFizKri"
793,141,"wIcCpR",203.41,"gift",2018-12-13,"DNAGOx","wSedMMsJNv"
794,150,"cHmtot",348.19,"other",2015-08-05,"cpiZzQ","GTAOgCmPoW"
795,126,"KgsGOq",130.64,"interest",2019-06-28,"gqNeTg","KNuiBKpHNq"
796,521,"CtGfxS",414.21,"interest",2008-11-02,"eytLoC","CitbJjwbVx"
797,495,"BdZFSw",55.13,"other",2009-06-14,"RgOqTA","gtLuRTFWTd"
798,125,"kgezpE",132.43,"other",2010-08-29,"FsqQZV","uYbAfRWJiL"
799,818,"miDyMu",23.46,"gift",2015-04-06,"ZMCDQV","PwXjOmGuOq"
800,712,"ODIcot",175.85,"investment",2015-03-28,"yRooJN","NVSXpKrxOD"
801,229,"SNMfeb",266.02,"investment",2008-10-04,"vUcMuY","gpIwuiORrb"
802,73,"bXPDhT",315.14,"interest",2013-05-17,"qdKJih","SruMOvzNrQ"
803,571,"mxODWM",492.09,"investment",2021-02-03,"sfnETe","vbqLmeOhLa"
804,477,"NJpLsr",51.94,"salary",2013-03-15,"NutXjX","ZoMxuRESFP"
805,729,"wtOgXG",72.35,"gift",2010-10-07,"nOskYc","FaaFMIIRYl"
806,489,"RAEJGq",396.32,"interest",2016-08-03,"jzdQmq","LTLFTLysFJ"
807,257,"KIbBOV",466.45,"clothing",2014-10-31,"Cpdhqi","dmGdQFyiqL"
808,436,"BBjQEl",157.47,"gift",2017-01-06,"NIWyzE","BGROSBoCtG"
809,144,"rNvtlr",162.65,"investment",2013-09-29,"ZUZrkt","ipztidBmqZ"
810,955,"nXOZFi",134.42,"salary",2009-04-29,"OItoHO","wEaaiByJcc"
811,477,"KavvqG",366.5,"salary",2015-06-02,"slXKtK","qQEOGzJiBW"
812,952,"YvZSCY",180.53,"investment",2010-10-06,"CMRMjk","eeNWaLAfnt"
813,99,"ooKuGf",20.59,"investment",2018-02-25,"EepxrB","zaNQjeJhWz"
814,344,"JdBiEs",477.5,"salary",2014-06-22,"tNskjx","GUVzGeSpWq"
815,145,"CGbyUR",357.88,"salary",2013-01-03,"YjeAXo","TkePJCcXLX"
816,11,"xlZoyB",409.01,"salary",2020-06-19,"BBZMlp","nYaZtFRlIx"
817,385,"SFszxO",85.57,"gift",2008-11-11,"jttKHb","zfFReONmJK"
818,938,"QIBQjh",194.72,"clothing",2020-02-21,"wnMBzi","aJLMxNGWmE"
819,335,"zHKLuC",295.69,"investment",2011-12-19,"TmcOdB","MKHFSgRIPA"
820,99,"gkjGvF",250.47,"salary",2012-11-13,"vzMSGG","cyeZszgMyP"
821,17,"KGIyXE",486.95,"interest",2017-03-11,"rVWjaw","YpnkcgmmOe"
822,734,"rFKRIZ",72.51,"investment",2014-05-17,"wsffaB","CYPvIXAfQS"
823,234,"pbxLqT",394.55,"salary",2009-12-01,"zppqIi","gDKtwaddUb"
824,888,"qzsoeq",398.69,"investment",2013-03-24,"sKtsPD","RbKyNUWXLT"
825,44,"HHzSrj",237.51,"gift",2017-12-04,"CCWZGl","nskMZPsHgb"
826,974,"USiBLw",215.79,"salary",2019-12-30,"krJKPE","CsSInRWGzW"
827,511,"RVqsoE",246.74,"gift",2012-04-08,"twEMsZ","STZvAduCtp"
828,520,"vaQrEo",322.74,"investment",2016-07-14,"PgYRjc","KRwyHYJHRe"
829,761,"LsvGIR",117.47,"investment",2010-08-13,"qgyzgm","cYGajciqzc"
830,323,"uAlTDD",263.31,"investment",2009-02-28,"AMqTwv","lCwMCzOoTA"
831,696,"PcKFak",334.78,"investment",2010-07-03,"ERlRKK","SrFLnuymqq"
832,421,"hGLvNV",312.12,"investment",2008-06-28,"BkGJJA","xHOSSDxVvk"
833,776,"bXFBsm",485.36,"other",2020-07-23,"UrJmxJ","ewkTPIdrVF"
834,362,"DgEMyz",32.33,"clothing",2020-08-26,"dLoNgp","zhILFDJmjD"
835,899,"WZTxoT",128.35,"investment",2014-03-13,"uBPjKm","KeJXyIUrMQ"
836,368,"VmjhfV",58.12,"interest",2008-08-13,"XtjiZP","HefWhePwFu"
837,347,"PPUCfX",297.42,"interest",2016-12-14,"NKIPAf","WTDuXgoXAr"
838,545,"sgHOVd",60.42,"clothing",2011-06-28,"IEVFji","yXIXoSVIUU"
839,238,"untgEg",105.28,"interest",2015-08-01,"fSwGnm","PGmlxoDohM"
840,364,"jrqAdA",264.36,"salary",2012-10-08,"JBlSML","hPNWElDMyB"
841,411,"YUjdyw",494.12,"gift",2018-02-24,"fESTYA","QHgWPjWgvc"
842,281,"hxVqll",344.75,"gift",2015-03-07,"GeJdJc","dsHMPRMKDl"
843,605,"XBFilY",396.72,"interest",2021-04-05,"ILBMtX","yeexsuPVSY"
844,585,"fIEHbZ",132.31,"salary",2008-11-08,"gDvaaH","wqXSmyabZi"
845,379,"YvNcik",421.82,"clothing",2009-07-06,"OmCBvI","RwvrONSybW"
846,776,"GCGWGY",402.31,"other",2016-08-05,"TGXhhl","UkxLecBNHV"
847,841,"hynstG",89.74,"other",2014-08-08,"ZWowWY","YNCniiQXmb"
848,349,"QhwrqM",151.82,"interest",2021-02-07,"dzgXef","wEezAwPOmR"
849,541,"UBxxht",284.66,"clothing",2019-05-20,"OEzbGS","BfXTWjTwWV"
850,481,"GhlSfH",160.75,"interest",2014-08-06,"IoklVM","pMIJKPhTPU"
851,344,"AZvbRa",325.92,"clothing",2020-04-12,"BdkeYA","VfDktJFJcg"
852,501,"aWFCAN",499.51,"interest",2017-08-05,"acHXLm","OrpwkChOHX"
853,873,"OYiSle",298.79,"clothing",2021-06-24,"EiRnzP","HLEaAGGBQa"
854,422,"YURFxw",122.89,"investment",2020-02-18,"GiIrAC","ynJLSzQsah"
855,803,"WbFEtD",235.82,"salary",2013-03-26,"QRZHgt","IJctlRhyON"
856,370,"oAkZFb",51.52,"gift",2019-01-25,"EalPqA","ODqqWqZoRm"
857,947,"IDHLKA",463.32,"interest",2021-08-19,"UwyKZn","WRtsfCnUUc"
858,322,"XsfbfI",145.22,"gift",2015-06-15,"SxJZJi","QPFITaAiLg"
859,412,"QZqoBB",305.13,"investment",2008-09-11,"CcnXOs","jnptfaVmOq"
860,798,"YgUmUL",46.22,"other",2019-01-19,"GDqtAS","XpfOgbeGGZ"
861,133,"fzBNEV",55.37,"gift",2015-04-18,"QilCPf","weYanjWAQz"
862,120,"jzmNhg",55.29,"gift",2012-09-29,"AwdrmZ","eaUdfUiBnO"
863,133,"CeDhuY",140.41,"gift",2013-04-15,"CnRfzq","NWcgRxylKN"
864,99,"FdVVKU",357.9,"salary",2020-09-11,"bEWpZl","hCEqiyAXGh"
865,886,"JvRQke",162.99,"other",2008-05-08,"FbKeWs","tJIfimRwMQ"
866,711,"WxNKys",325.8,"gift",2020-10-21,"EwidCq","oWRLcBKMtY"
867,47,"HyvOyL",39.35,"clothing",2010-02-17,"fxtZMy","gYIcrLBWWF"
868,285,"ZeErmd",105.03,"other",2014-04-08,"EgLlvL","McfVLKzgJk"
869,481,"DvAwIn",146.05,"other",2016-09-27,"AkVEJJ","xtayrcXxQF"
870,865,"veamXs",309.19,"investment",2017-06-23,"oTCSlo","nkIGPZQius"
871,817,"QeITFi",499.25,"investment",2012-09-04,"xDhNPY","MWiXFZotHG"
872,213,"acexmy",22.44,"salary",2016-02-10,"ZGLOFh","deLrepssof"
873,425,"suWUSW",269.72,"interest",2010-01-21,"MbgyCh","UiJAJSkKIm"
874,339,"vgfCws",238.49,"clothing",2015-10-02,"mMxYZJ","nmTHLyehBu"
875,934,"kVHAQN",370.81,"salary",2016-03-19,"kShaen","uBgNLZyANt"
876,429,"noGaCT",306.44,"investment",2020-08-19,"GOuWYh","UYZntEpFHI"
877,799,"PEiMKx",395.08,"other",2021-10-02,"hjlylC","UAbODIAiLt"
878,80,"mqEsXE",197.13,"other",2010-05-28,"mwVEbO","zucoBYQMNj"
879,631,"iiMUhw",78.21,"other",2012-03-16,"pQphQo","EKiSgZiTdB"
880,327,"bsuDDl",180.87,"investment",2018-12-11,"xmLjYN","PIWrXRsNVN"
881,199,"fLYwQG",324.06,"gift",2015-11-05,"PrWity","CqTuwooNuc"
882,706,"DZDCkx",31.05,"salary",2009-11-03,"Zytfhd","FaakCgFzyp"
883,70,"kgvHRR",213.97,"salary",2016-08-08,"eCXicM","usrWqMORYg"
884,517,"Ylsuny",113.71,"investment",2014-04-19,"mqXtXv","TpDyVxbPTP"
885,519,"plofZb",359.57,"other",2009-04-22,"YHkDrc","FaVnbIeCuV"
886,531,"unnDkN",26.68,"gift",2015-12-14,"uxuMup","WONtvJciGy"
887,511,"HqjfyP",110.03,"clothing",2020-05-15,"tjqrLA","emVfMXPoki"
888,600,"hCpvTM",10.48,"other",2019-02-27,"ElCOlN","uiTtDurgut"
889,19,"aeqgon",308.87,"other",2019-02-16,"KHQRRi","JLChQTJuok"
890,332,"bzUwXY",78.34,"gift",2014-11-01,"ZrZTZu","yIgxxFLkCi"
891,807,"CpXEhW",215.69,"salary",2009-06-10,"qFWZOZ","XDvSIjcwHi"
892,931,"fRQrPQ",403.68,"clothing",2012-07-17,"wdEodq","FdViXyfGAb"
893,40,"jzRzQu",318.41,"other",2010-01-31,"BKcbJx","bWUditerAv"
894,181,"eqsSbs",338.54,"salary",2013-01-08,"vEtvaN","VQAdizplDb"
895,54,"AcBhhz",155.68,"investment",2017-11-15,"IcbnjI","mtFLFWtWRm"
896,771,"ikLCbv",465.66,"investment",2010-10-17,"ZzsWkn","QIcYiJmSeJ"
897,907,"IOfXzC",89.67,"salary",2015-08-05,"YDBMsS","TJyyAkilwl"
898,646,"rMhDbP",246.38,"investment",2018-06-12,"BhVeun","XFjpjFtwOn"
899,424,"wlWqIc",354.4,"gift",2021-01-10,"fwypUZ","GhCBazenyJ"
900,761,"aiYOso",271.31,"other",2016-10-05,"UKQDIq","oqceVcOEzy"
901,72,"EnpMyx",180.91,"salary",2017-09-24,"qSokvI","GobwjLSJMM"
902,361,"ahbSPw",86.67,"salary",2016-08-31,"xcVyzx","QHWSkWlqeU"
903,548,"ehSgEr",301.59,"investment",2011-05-25,"rfIHLk","fGeqbeARGf"
904,271,"ImivNr",229.29,"clothing",2017-09-14,"CoiHip","zacpjFtDAB"
905,745,"StkVmz",116.68,"interest",2017-09-27,"GajBkb","qqCDbLOyrS"
906,20,"hOsegx",372.84,"gift",2015-12-30,"QyWqLb","aminpQOXJe"
907,147,"KQBLOZ",384.24,"salary",2019-01-22,"PjSQzq","QhIopiGsqZ"
908,292,"GDZsvs",200.85,"salary",2016-04-03,"XfwqJe","UMUFneurmT"
909,61,"gMjawt",203.0,"other",2017-07-16,"CrxGsR","tPGQVlQZhA"
910,82,"ejaqIP",100.23,"interest",2015-12-31,"dmtcMa","QTDKSngYfx"
911,471,"aVfpPl",233.87,"salary",2017-01-07,"QLCRcP","CMFqTWgdNG"
912,188,"JsOlJo",382.13,"clothing",2015-05-27,"rJmfeq","SryScTcJcT"
913,713,"KlZYID",466.75,"gift",2014-04-06,"pXmczw","lbNxEHMBof"
914,641,"HqHaFE",347.74,"clothing",2008-09-09,"tfduuK","BmlZvjMRxU"
915,516,"ThkrWG",125.4,"other",2016-02-17,"EBNDWB","akdtYvgRqk"
916,727,"PjDQIG",331.18,"salary",2011-11-24,"cSqTpz","aQxZchBvyk"
917,315,"mpkskZ",127.86,"gift",2020-05-29,"SBhGgI","ulhuEKsnYc"
918,91,"wOaMEy",494.45,"other",2015-10-09,"ifXRhv","xAIEdIZiKm"
919,338,"HPCrat",40.6,"investment",2015-08-11,"tujJeS","ZjcScBMeHW"
920,852,"oVFsyt",140.65,"salary",2021-09-07,"qXEPhp","HLWTTZNOdC"
921,169,"RFtIHn",223.62,"clothing",2009-07-06,"QDSJJN","zoknSMDcLD"
922,587,"fNXgyO",241.21,"interest",2018-04-06,"zJQfyA","KJcyOOMVKY"
923,74,"RPJfFu",280.25,"investment",2020-01-26,"EwlpvK","jRCMxtzbXQ"
924,239,"rUCuOv",272.15,"salary",2008-07-05,"VKjEjW","cvHWyjpTqS"
925,939,"rapmki",67.71,"gift",2018-06-21,"QAWTGT","nFvUlSlymF"
926,633,"rqNNne",142.28,"gift",2020-01-15,"hnkTfx","bcwVlKeGJq"
927,276,"EaMspQ",494.57,"salary",2011-04-08,"oUyblX","FLkXDdwBtY"
928,304,"sILbol",267.2,"clothing",2012-01-19,"gRAIAK","PRuyHnbvgn"
929,249,"tNMmXN",303.11,"other",2017-10-16,"PmSpnD","HnTnqswwOH"
930,923,"Wnprvr",88.92,"clothing",2018-03-09,"tSuMbJ","lKfwrQqbsz"
931,312,"xSAewB",106.8,"clothing",2018-06-30,"iYRvjO","BurFOemWco"
932,209,"sMmTNc",492.13,"investment",2018-05-19,"lZYrSi","CwsksYXMJT"
933,190,"uAiwWZ",34.68,"salary",2016-07-14,"sNLdLw","bRNCqxQcbM"
934,152,"LDCTPz",262.8,"investment",2020-09-10,"fakeil","KghNLMLrRa"
935,807,"VCGyEI",245.96,"clothing",2008-10-17,"EXCtVi","QUePbOTkjA"
936,525,"XtrEAG",247.42,"other",2008-05-26,"MWEZNI","SgacMJuIOq"
937,859,"hntnSe",259.71,"other",2009-04-18,"NPhaKO","AnZjVqxdep"
938,688,"ysYUhy",215.64,"clothing",2014-06-12,"EqmQGx","JPicVgBrUi"
939,861,"gVPexS",168.92,"other",2008-09-15,"VIzHrd","fgMUwvMxPX"
940,859,"aLOAIG",150.91,"other",2010-04-06,"XBjlpX","XWFNDWfhtL"
941,370,"rooSjv",339.03,"other",2019-03-04,"RwqqmW","yfCSdVKLVJ"
942,460,"Snlpnn",383.83,"salary",2012-01-01,"MTCixs","yGlVKNXsea"
943,229,"CASomy",111.74,"gift",2019-03-05,"AVntry","cNQHHoCExV"
944,137,"QForTo",265.09,"clothing",2008-11-14,"drnakw","NhUypLmAgf"
945,341,"sZgpde",259.68,"salary",2021-07-07,"gIyUCl","EkSBMaeWin"
946,662,"aRnrKM",215.64,"salary",2018-11-27,"mXvwAU","gWWWOUdDjz"
947,580,"QehVac",159.18,"salary",2012-10-16,"VtJMOs","gfHuNpqRjE"
948,534,"xOvyeA",361.95,"interest",2013-10-05,"eeCtTY","QKlQWZPCaL"
949,357,"cXzkln",316.38,"other",2012-04-20,"dFymNx","QpRYTXWrne"
950,913,"zcXmbn",199.21,"other",2012-03-29,"vPpffz","utGuXkpkaE"
951,790,"ojAZol",306.5,"investment",2009-07-15,"CTGble","KpqLpcoUUP"
952,982,"gObcKU",73.9,"investment",2016-05-03,"VPYzgs","AjLMDGnbyA"
953,521,"otAMBx",145.24,"salary",2016-08-10,"iMQiNW","HzkCdXletc"
954,608,"XGAeZs",268.36,"investment",2019-01-13,"JTDOEV","pjlpDumpiB"
955,507,"KGWTkB",300.21,"interest",2017-03-21,"kOGOaU","LsWaeXFckG"
956,277,"FzCJNi",432.78,"investment",2018-04-04,"IOcafi","UskgnfSHMC"
957,191,"pcRdEc",192.1,"clothing",2021-11-23,"mBLJsC","cnauuEyBxd"
958,421,"yiVVOy",180.24,"other",2021-10-17,"CapjTe","HrYQBtaDKl"
959,425,"hrukkZ",396.56,"salary",2016-12-25,"eSwZAa","bjvQVpykxY"
960,80,"NKoHEM",341.83,"salary",2008-07-14,"vOKPrH","MiuTSqdvHS"
961,115,"XkBcdZ",270.28,"gift",2008-08-29,"GPxYhq","cxyjUWtnTo"
962,877,"uFwcKZ",55.07,"clothing",2021-03-04,"iAhmLB","DmoTOKGtCH"
963,114,"ADfcDg",139.13,"investment",2020-09-05,"PVOUOL","oonBlcqcjM"
964,852,"zTTKHG",475.51,"other",2016-10-15,"eMLzAa","rQMTNiehby"
965,1000,"XOMlKo",198.76,"clothing",2011-11-20,"uVqXos","dyUJAwCWdx"
966,794,"ufLhsS",195.8,"salary",2009-12-25,"SjjpHc","wHWQFqztTF"
967,336,"IQbHhp",55.08,"interest",2017-07-25,"UZrKfD","KsZXNsoDlh"
968,976,"dXJJuH",178.47,"investment",2021-10-29,"libWRP","JjSKNeGQnr"
969,223,"UhIDac",196.2,"interest",2020-05-07,"UrDHvT","SneQyQABaO"
970,402,"rZMxqS",437.06,"investment",2015-10-08,"WfOYcV","imhhjtmHCa"
971,997,"soXAEf",114.59,"other",2011-10-22,"LrJkoA","aSrObWpsRY"
972,963,"wyVyAq",368.96,"investment",2018-10-07,"AaCJoW","NtdEfTvHUy"
973,535,"ZtpTWL",492.89,"salary",2019-12-06,"zHzHbj","RynnbMcMMJ"
974,991,"FiSqFU",490.1,"other",2018-03-31,"ZfnTdN","eajWrnJEwn"
975,646,"tPhakq",189.06,"gift",2021-02-08,"YqqYiP","PLPjLCYIFa"
976,32,"YZONqi",283.91,"gift",2013-04-20,"aBIvfb","QmvBZvlLbe"
977,912,"oLbNTk",340.66,"interest",2016-12-10,"vQAOXS","sTFHoapUQM"
978,862,"ZWdUrk",306.93,"clothing",2016-11-04,"mZfsVP","DUYQqphFqu"
979,245,"vWNpcs",497.48,"other",2019-10-23,"WnkMam","mLIsnlIAWs"
980,652,"gobZIO",278.09,"gift",2011-02-24,"VhQSPP","wROumgxqqb"
981,76,"WTWCoS",169.83,"other",2011-02-18,"mAONoJ","QDiYcvXVmp"
982,903,"sBUgaP",61.22,"clothing",2018-09-01,"orjwJL","TLtuhLUYKE"
983,517,"nDNktB",458.19,"investment",2020-12-14,"wpkNQx","uKyeSunpKk"
984,896,"TunwyC",302.33,"other",2012-01-23,"kdtpLk","qZzRMDBqbb"
985,445,"PkTZba",163.28,"other",2012-04-25,"eTkRhK","OhQxnpqJeR"
986,992,"MoUMTk",237.63,"gift",2019-04-04,"uhRSLg","BjjLJfEtgK"
987,417,"yLbNSm",416.48,"investment",2012-10-03,"dejUbW","tmcBmLSQtd"
988,55,"MktpOY",387.62,"investment",2017-06-27,"LyolyD","UZixMwAMNA"
989,980,"xHMmpG",167.92,"clothing",2012-05-28,"rPEVJi","BxFqtbXgLc"
